,airline_sentiment,negativereason,airline,text
347,2,,Virgin America, first time flying Virgin went to SanFrancisco Thanks for the smooth ride Easily my new fav airline
348,0,Can't Tell,Virgin America, seriously though will there not be direct flights from SFOFLL in may
349,0,Flight Booking Problems,Virgin America, Its fine Already done with my purchase But you should try it Just go most of the way through then go back 
350,0,Bad Flight,Virgin America, not really the experience I was hoping  I ws forced  check in a small carry on w nothing but empty cabin space on board
351,0,longlines,Virgin America,wjere is our luggage so slow at lax
352,1,,Virgin America, to jump into the Dallas Austin market 
353,0,Customer Service Issue,Virgin America, I spoke with a representative that offered no solution I am a loyal customer who flies on  as well
354,0,Flight Booking Problems,Virgin America, I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email
355,0,Flight Booking Problems,Virgin America, what happened to direct flights from SFOFLL Looking in May only see connecting help dontdothistome
356,1,,Virgin America, Can you help Left my blazer in Kooples jacket bag at rd row second seat from right gate  T lax Flight to sfo
357,1,,Virgin America, partners with  Checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa
358,2,,Virgin America, just promoting the product is all had a problem with southwest and recommend noneother than the best 
359,2,,Virgin America, love you guys but pls get some direct routes LAS to AUS
360,1,,Virgin America, i would like help with some flights please
361,1,,Virgin America,Bruh   Turn down for what VXSafetyDance
362,2,,Virgin America, of course I work for  and Im obsessed with the entire Virgin family
363,2,,Virgin America, ok first time flying with you tonight 
364,1,,Virgin America, Digging the swanky pink mood lighting during the flight from NYC to SFO  Just needs a cabaret singer  Think about it
365,1,,Virgin America, Done but I need the receipt ASAP Could you please help 
366,0,Can't Tell,Virgin America, I have d and d embossed badges and patches superior to the ones you are currently using 
367,0,Bad Flight,Virgin America, on VX from JFK to LA  dirty plane  not up to your standards
368,0,Bad Flight,Virgin America, on flight VX headed to LA from JFK  dirtiest VA plane I have ever been on Sad for a great airline
369,2,,Virgin America, got it squared away Someone picked up as soon as I tweeted Should have tweeted sooner 
370,0,Customer Service Issue,Virgin America, your Avis rental continue button doesnt work on your website to book car Tried  times on phone  This sucks
371,0,Late Flight,Virgin America, delayed to
372,0,Customer Service Issue,Virgin America, currently in minute  of being on hold with cust service Do I need to do anything to add a lap child to my reservation
373,1,,Virgin America, Adds Pillows Instead of LieFlat Seats in First Class Arms Race  by 
374,2,,Virgin America,  Of course Have fun celebrating Thanks Happy Chinese New Year
375,2,,Virgin America,  Flight Booking Problems last second flight for next week from SFO to SAN any chance you want to gift me a promo code since I love you guys
376,0,Can't Tell,Virgin America, Comenity Bank is a joke  Please change  Nothing but constant problems with this bank
377,1,,Virgin America, I just did how can I DM Do u have to also add me
378,2,,Virgin America, For my Grandma Ellas th she would lt a bday greeting from your flight crew She was a stewardess for Eastern Airlines
379,2,,Virgin America, Just bought tix for ATX  Dallas route  thanks for adding that Love yr airline amp yr website is BEST transactional site EVER
380,1,,Virgin America, Anytime sugafly
381,2,,Virgin America, gave a credit for my Late Flight flight yesterday Great service  Thats a Wow moment Unexpected gesture
382,1,,Virgin America, I need a receipt for a flight change Can you send one
383,0,Customer Service Issue,Virgin America, I submitted a status match request a while back and still havent heard Im flying on Monday Can you look  accelerate
384,2,,Virgin America, had me at their safety video      LOVED my first cross country flight livewelltraveled sytycd
385,2,,Virgin America, that doesnt look to fat to me It looks yummy
386,1,,Virgin America, CEO says Southwest amp jetblue have strayed from low cost model
387,1,,Virgin America, a brilliant brisk am in Boston in cue for vx 
388,1,,Virgin America, Atlantic ploughs a lone furrow in the MiddleEast  
389,1,,Virgin America, Atlantic ploughs a lone furrow in the MiddleEast  
390,1,,Virgin America, Atlantic ploughs a lone furrow in the MiddleEast  
391,2,,Virgin America, omg omg nonstop Dallas to Austin on virgin
392,2,,Virgin America, Your planes are really pretty Just thought u should know that 
393,1,,Virgin America, when are you flying to hawaii
394,0,Flight Booking Problems,Virgin America, Im pulling my hair out trying to book a flight with u Your site doesnt work on iPhone or iPaddont have a computer help
395,2,,Virgin America, thank you
396,0,Customer Service Issue,Virgin America, Can I get some help with a support ticket Its been  days Incident  Thank you
397,2,,Virgin America, good to be home texas moodlighting 
398,0,Bad Flight,Virgin America, I cannot even open my laptop in seat C and I paid a premium for this   Let me out of here
399,0,Bad Flight,Virgin America, I am in seat C and I cannot even open my laptop and I paid extra for this seat
400,1,,Virgin America, If only you guys were starting those flights at the end of the month Guess Im still road tripping on Feb 
401,2,,Virgin America, thanks for that Been needing a way to make those Austin trips from DCA and now youve come through
402,1,,Virgin America, announced New Route to Austin wfares from way 
403,1,,Virgin America, Really Sprint I thought you guys were kewl 
404,2,,Virgin America, this is too cool  Never been on ur planes but now I will
405,1,,Virgin America, you should have  dollar LAXLas fares
406,2,,Virgin America, great Well deserved
407,0,Customer Service Issue,Virgin America, FYI the infocom email address you say to contact in password reset emails doesnt exist Emails bounce
408,0,Customer Service Issue,Virgin America, Status match   weeks have gone by and no newsFlt next week  hope flt will count towards requirement  Cust Svc no help
409,0,Customer Service Issue,Virgin America, your website sucks donkey dicks Just thought you should know All best
410,1,,Virgin America, You should still develop an app  then you will be my favorite airline
411,0,Can't Tell,Virgin America, all crap channels which is why I pay to watch UK tv
412,2,,Virgin America, got it All set  Thanks
413,1,,Virgin America, no As channel this year
414,1,,Virgin America, Only thing I see on passbook is Virgin Mobile Mexico How do I integrate
415,2,,Virgin America, Giants and Virgin America A match made in heaven
416,2,,Virgin America, thank goodness Also see you friday nwkgtsf BOOM
417,0,Can't Tell,Virgin America, how come you dont have an iPhone app Still using and making me waste paper
418,0,Customer Service Issue,Virgin America, Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname apostrophefail
419,0,longlines,Virgin America, When will VX use all  LGA slots instead of  today Adding AUS makes this less likely 
420,1,,Virgin America, is helping me step up my  game TinderTips tinderchamp 
421,2,,Virgin America, I luv ur people and product  thing is y do u charge for herbal tea but not black tea Im not a caffeine drinker
422,2,,Virgin America, thank you See yall soon Im excited to see the expansion of destinations Spread those wings
423,1,,Virgin America, announces new nonstop connecting  amp   intro  
424,1,,Virgin America, adds AustinDallas Love Field route  
425,0,Flight Booking Problems,Virgin America, sad to learn you no longer fly SFO gt PHL Hope it returns
426,1,,Virgin America,  can you tweet me the Cancelled Flightchng fee for a flight or can I rebook under one of your affiliates If so who are afiliates
427,2,,Virgin America, has the most INCREDIBLE customer service Ive ever experienced So refreshing
